Order ID,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
12081,12/20/2005,Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,3.76,2,0,1.8048
12082,12/28/2001,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,479.96,4,0,134.3888
12083,,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,320.88,6,0,93.0552
12084,12/9/2002,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,23.88,3,0,10.5072
12085,12/14/2000,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,26.76,4,0,12.3096
12086,12/10/2007,First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,1439.976,4,0.4,191.9968
12087,12/25/2006,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,17.22,3,0,7.9212
12088,,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,1024.38,7,0,215.1198
12089,12/20/2001,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,26.22,3,0,12.3234
12090,12/7/2003,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,17.34,3,0,8.4966
12091,12/13/2002,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.956,4,0.7,-3.7996
12092,12/12/2001,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,71.04,6,0.2,26.64
12093,12/19/2002,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.344,2,0.2,0.7348
12094,12/1/2007,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,11.304,3,0.2,-2.1195
12095,12/17/2001,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,294.62,5,0.8,-766.012
12096,12/24/2009,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,8.752,4,0.6,-3.7196
12097,,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,15,4,0,7.2
12098,12/8/2004,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,161.61,1,0,42.0186
12099,12/2/2002,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,144.95,5,0,42.0355
12100,12/9/2002,Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,199.95,5,0,21.9945
12101,12/5/2000,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,41.86,7,0,14.2324
12102,12/5/2003,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,95.94,3,0,9.594
12103,12/13/2000,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,304.45,5,0,76.1125
12104,12/22/2002,Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,11.364,3,0.8,-17.046
12105,12/22/2005,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,29.68,7,0,11.5752
12106,12/3/2003,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,47.53,7,0,16.1602
12107,12/5/2006,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,183.372,2,0.3,-36.6744
12108,12/17/2001,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,4.224,3,0.2,0.4752
12109,12/12/2002,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,333.056,2,0.2,29.1424
12110,12/11/2009,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,24.896,4,0.2,7.78
12111,,Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,159.984,2,0.2,35.9964
12112,,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,46.344,3,0.2,4.6344
12113,12/26/2005,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,350.98,1,0,84.2352
12114,12/1/2001,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,13.08,2,0,6.0168
12115,12/27/2006,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,900.08,4,0,117.0104
12116,12/27/2002,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,17.568,2,0.2,6.3684
12117,12/11/2006,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,14.62,2,0,6.8714
12118,12/8/2000,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Supplies,33.36,4,0,8.6736
12119,12/15/2008,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,40.14,6,0,19.6686
12120,12/12/2004,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,1606.23,9,0,481.869
12121,12/2/2000,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,17.04,3,0,7.668
12122,12/28/2000,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,49.53,3,0,23.7744
12123,12/8/2005,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,872.32,4,0,244.2496
12124,12/13/2009,Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,239.12,5,0.2,77.714
12125,12/7/2002,First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,141.96,2,0,39.7488
12126,12/14/2008,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,33.024,2,0.2,11.5584
12127,,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,67.136,4,0.2,23.4976
12128,12/28/2006,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,14.73,3,0,6.9231
12129,12/9/2003,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Storage,104.9,5,0,25.176
12130,12/7/2006,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,61.04,4,0,30.52
12131,12/13/2009,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,10.95,3,0,5.1465
12132,12/27/2009,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,9.392,2,0.2,3.2872
12133,12/17/2008,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,9.328,1,0.2,0.8162
12134,12/20/2008,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,8.26,2,0,3.8822
12135,12/11/2008,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,269.97,3,0,51.2943
12136,12/26/2008,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Paper,29.04,3,0,13.9392
12137,12/27/2001,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Labels,14.62,2,0,6.8714
12138,12/2/2003,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Paper,11.952,3,0.2,4.3326
12139,12/5/2001,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,4.536,7,0.7,-3.3264
12140,12/8/2005,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,9.156,2,0.7,-6.104
12141,12/6/2008,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Furnishings,75.36,5,0.2,20.724
12142,12/25/2003,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,57.504,6,0.2,20.1264
12143,12/27/2007,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,38.864,7,0.2,7.7728
12144,12/26/2005,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
12145,12/16/2006,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,162.64,2,0,45.5392
12146,,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,597,3,0,280.59
12147,12/17/2009,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,55.48,1,0,26.6304
12148,12/14/2007,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,289.8,7,0.2,36.225
12149,12/15/2001,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-2.0016
12150,12/22/2009,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,6.48,4,0.7,-4.752
12151,12/17/2000,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,341.488,8,0.3,-73.176
12152,12/28/2000,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,11.12,5,0.2,0.834
12153,12/21/2004,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,25.344,6,0.2,3.4848
12154,12/19/2008,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,17.31,3,0,5.193
12155,12/8/2002,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,199.95,5,0,63.984
12156,,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1586.69,7,0,412.5394
12157,,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,84.99,1,0,30.5964
12158,12/2/2005,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Tables,411.8,2,0,70.006
12159,12/11/2007,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,11.34,3,0,5.2164
12160,12/18/2001,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,80.3,5,0,20.878
12161,12/18/2007,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,15.968,2,0.2,5.3892
12162,12/23/2009,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,64.74,13,0,30.4278
12163,12/28/2007,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,19.296,3,0.2,6.03
12164,12/3/2000,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,405.64,4,0,12.1692
12165,12/23/2004,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,146.352,3,0.2,-9.147
12166,12/2/2002,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,251.91,9,0,47.8629
12167,12/27/2002,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,12.39,3,0,3.717
12168,12/16/2004,Standard Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,199.96,4,0,69.986
12169,12/22/2005,Standard Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,710.832,3,0.2,-97.7394
12170,12/16/2006,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,1.941,1,0.7,-1.294
12171,12/13/2005,Standard Class,Consumer,United States,Ontario,California,91761,West,Furniture,Chairs,283.92,5,0.2,-46.137
12172,12/27/2002,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,7.312,2,0.2,2.5592
12173,12/21/2003,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Accessories,59.97,3,0,13.7931
12174,12/27/2004,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Phones,761.544,7,0.2,66.6351
12175,12/25/2000,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,58.2,3,0,28.518
12176,,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,39.9,5,0,19.95
12177,,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,90.86,7,0,26.3494
12178,12/17/2009,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,94.85,5,0,45.528
12179,12/16/2001,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,106.232,7,0.2,37.1812
12180,12/8/2002,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,111.984,2,0.2,11.1984
12181,12/28/2003,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,7.712,2,0.2,1.7352
12182,12/18/2009,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,37.44,6,0,16.848
12183,12/21/2000,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Labels,23.68,2,0.2,8.88
12184,12/13/2006,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,122.12,4,0,56.1752
12185,12/15/2007,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,18.45,5,0,8.6715
12186,12/26/2008,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,324.9,5,0,38.988
12187,12/23/2009,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.73,3,0,68.9631
12188,12/15/2004,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.96,2,0,1.4652
12189,12/23/2003,Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,5.76,2,0,2.6496
12190,12/16/2003,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,26.55,3,0,13.0095
12191,12/1/2004,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,310.443,3,0.3,-48.7839
12192,12/2/2006,Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,479.9,5,0,81.583
12193,,Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,12.88,1,0,0.3864
12194,12/16/2001,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,13.12,5,0.2,1.476
12195,12/24/2000,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,511.84,8,0,240.5648
12196,12/17/2005,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,91.96,4,0,25.7488
12197,12/14/2008,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,8.34,3,0,2.1684
12198,12/22/2008,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,37.68,3,0.2,2.355
12199,,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,279.944,7,0.2,80.4839
12200,12/3/2009,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,636.408,3,0.2,-15.9102
12201,12/21/2004,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,83.168,4,0.2,9.3564
12202,12/4/2004,Same Day,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,259.136,4,0.2,-25.9136
12203,12/13/2007,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,221.92,4,0,106.5216
12204,12/22/2005,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26,2,0,11.7
12205,12/6/2000,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,15.552,3,0.2,5.4432
12206,12/6/2003,Same Day,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Binders,0.876,1,0.8,-1.4016
12207,12/9/2008,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,19.98,1,0,9.3906
12208,12/8/2007,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Binders,398.352,3,0.2,124.485
12209,12/28/2002,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,5.04,3,0,1.26
12210,12/4/2005,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Fasteners,17.45,5,0,8.027
12211,12/13/2003,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,323.136,4,0.2,20.196
12212,12/5/2006,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Supplies,29.7,3,0,8.019
12213,12/20/2001,Same Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,1295.84,4,0.2,145.782
12214,12/12/2000,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,46.84,2,0,12.6468
12215,12/17/2008,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,425.833,1,0.15,20.0392
12216,12/28/2008,Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,209.67,1,0.4,-13.978
12217,12/19/2000,Standard Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,159.88,7,0,73.5448
12218,12/10/2008,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,5.28,1,0,2.376
12219,12/14/2002,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,895.92,5,0.2,302.373
12220,12/15/2001,Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,2.808,3,0.7,-1.9656
12221,,First Class,Corporate,United States,Sunnyvale,California,94086,West,Furniture,Chairs,215.976,3,0.2,-2.6997
12222,12/18/2004,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Furniture,Bookcases,241.96,2,0,41.1332
12223,12/18/2003,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Office Supplies,Labels,27.72,9,0,13.3056
12224,12/24/2000,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,104.68,5,0.2,35.3295
12225,12/18/2005,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,62.958,7,0.4,9.4437
12226,12/13/2001,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,86.376,3,0.2,1.0797
12227,12/24/2001,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,64.944,3,0.2,6.4944
12228,,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.736,4,0.2,7.2576
12229,12/16/2007,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Appliances,33.28,4,0,9.3184
12230,12/8/2003,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Art,38.52,9,0,11.9412
12231,12/16/2009,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Furniture,Furnishings,139.86,7,0,60.1398
12232,12/23/2006,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,19.65,3,0,9.039
12233,,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,152.991,3,0.7,-122.3928
12234,12/15/2002,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814
12235,12/25/2006,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,94.92,4,0.4,15.82
12236,12/7/2002,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
12237,12/11/2007,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,3.656,4,0.8,-5.8496
12238,12/13/2007,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.82,3,0,73.41
12239,12/4/2004,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,149.544,9,0.2,50.4711
12240,12/27/2004,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,17.14,2,0,4.4564
12241,12/10/2008,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Tables,991.764,3,0.4,-347.1174
12242,12/8/2004,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,30.48,6,0.2,9.906
12243,12/27/2009,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-4.7976
12244,12/2/2003,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,16.688,7,0.2,5.4236
12245,12/23/2006,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,422.058,3,0.3,-18.0882
12246,,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,38.088,4,0.7,-27.9312
12247,,Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Storage,254.352,6,0.2,-50.8704
12248,12/22/2002,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Furnishings,43.31,1,0,4.331
12249,12/19/2002,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,84.95,5,0,22.087
12250,12/12/2008,Standard Class,Consumer,United States,College Station,Texas,77840,Central,Furniture,Chairs,233.058,3,0.3,-53.2704
12251,12/15/2004,Second Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Technology,Accessories,111.79,7,0,43.5981
12252,12/9/2004,Standard Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,14.94,3,0,7.0218
12253,12/20/2001,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,14.16,2,0.2,5.133
12254,12/15/2004,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
12255,12/21/2001,Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,21.48,6,0,10.74
12256,12/24/2000,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,501.81,3,0,0
12257,12/5/2006,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,161.94,3,0,9.7164
12258,,Standard Class,Home Office,United States,Deltona,Florida,32725,South,Office Supplies,Art,17.856,4,0.2,2.0088
12259,,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.808,3,0.8,-14.9736
12260,12/9/2003,Same Day,Consumer,United States,Cincinnati,Ohio,45231,East,Furniture,Furnishings,79.384,1,0.2,29.769
12261,12/5/2000,Standard Class,Home Office,United States,Oakland,California,94601,West,Office Supplies,Art,34.58,1,0,10.0282
12262,12/7/2005,Standard Class,Home Office,United States,Manteca,California,95336,West,Office Supplies,Paper,314.55,3,0,150.984
12263,12/26/2007,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,191.976,3,0.2,23.997
12264,12/22/2005,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Paper,8.288,2,0.2,3.0044
12265,12/3/2008,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Furniture,Furnishings,139.92,5,0.6,-150.414
12266,12/26/2005,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,15.872,1,0.2,1.1904
12267,12/9/2005,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,6.286,7,0.8,-11.0005
12268,12/2/2000,Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Art,14.016,3,0.2,1.752
12269,12/25/2002,Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Accessories,71.976,3,0.2,-8.997
12270,12/7/2002,Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Phones,107.982,3,0.4,-26.9955
12271,,Standard Class,Corporate,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,305.312,2,0.3,-8.7232
12272,12/10/2009,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.752,3,0.2,6.9132
12273,,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.264,3,0.8,-13.896
12274,12/23/2007,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
12275,12/6/2004,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,45.68,2,0,21.0128
12276,12/14/2002,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,60.12,9,0,28.8576
12277,12/12/2004,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,41.72,5,0.2,13.0375
12278,12/4/2009,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,71.6,8,0,32.936
12279,12/2/2007,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,85.232,7,0.2,30.8966
12280,12/6/2003,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,44.4,3,0,22.2
12281,12/14/2007,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,442.764,4,0.1,59.0352
12282,12/23/2000,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Machines,3999.95,5,0,1159.9855
12283,12/17/2009,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,199.95,5,0,21.9945
12284,12/12/2006,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,63.68,8,0,28.0192
12285,,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,54.896,2,0.2,18.5274
12286,12/8/2007,Same Day,Consumer,United States,Huntsville,Alabama,35810,South,Technology,Accessories,29,2,0,7.25
12287,,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,70.08,6,0,35.04
12288,12/19/2002,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,121.3,2,0,25.473
12289,12/15/2001,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,1454.49,9,0,378.1674
12290,12/27/2006,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,60.81,3,0,17.0268
12291,12/13/2005,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,153.552,3,0.2,51.8238
12292,12/27/2002,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,65.34,3,0,22.869
12293,,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,123.92,4,0,55.764
12294,12/23/2006,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,35.1,3,0,12.285
12295,12/15/2000,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,44.75,5,0,8.5025
12296,12/25/2000,Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.704,2,0.2,0.4116
12297,12/22/2009,Standard Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Art,14.67,3,0,3.9609
12298,12/14/2007,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
12299,12/13/2000,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,5.232,1,0.2,1.7004
12300,12/17/2002,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Furniture,Furnishings,22.2,6,0,9.102
12301,12/21/2007,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Phones,881.93,7,0,229.3018
12302,12/15/2001,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Binders,6.096,2,0.2,2.1336
